dist_code,year,state_code,state_name,dist_name,area,production,yield_kg_ha,yield_lag1,yield_lag2,yield_lag3,yield_rolling3,yield_yoy_change,area_lag1,state_avg_yield,rainfall_jun,rainfall_jul,rainfall_aug,rainfall_sep,rainfall_kharif,rainfall_annual
4,2014,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.01,750.0,3.1,12.45,8.9,7.29,31.74,41.02
4,2015,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0,500.0,1000.0,1000.0,833.3333333333334,0.0,0.02,666.6666666666666,6.63,9.55,9.99,7.71,33.88,37.73
4,2016,14,Chhattisgarh,Bilaspur,0.02,0.01,400.0,500.0,500.0,1000.0,666.6666666666666,-0.19999999999999996,0.02,585.3333333333334,4.08,11.2,11.09,9.59,35.959999999999994,41.52
4,2017,14,Chhattisgarh,Bilaspur,0.02,0.01,438.0,400.0,500.0,500.0,466.6666666666667,0.09499999999999997,0.02,402.0,6.84,13.49,9.38,6.91,36.620000000000005,39.41
4,2018,14,Chhattisgarh,Bilaspur,0.01,0.01,417.0,438.0,400.0,500.0,446.0,-0.047945205479452024,0.02,684.0,4.54,12.15,11.34,3.2,31.23,35.81
5,1993,14,Chhattisgarh,Raigarh,0.06,0.03,500.0,600.0,500.0,571.0,557.0,-0.16666666666666663,0.05,750.0,7.25,13.87,9.83,10.92,41.87,46.91
5,2000,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,600.0,500.0,533.3333333333334,0.0,0.06,625.0,6.73,7.21,4.17,4.27,22.38,25.15
5,2001,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,500.0,500.0,600.0,533.3333333333334,-0.33399999999999996,0.02,333.0,7.88,17.45,11.59,3.44,40.36,46.38
5,2002,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,500.0,500.0,444.3333333333333,0.0,0.03,666.5,5.5,4.66,9.04,5.28,24.48,28.69
5,2004,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,333.0,500.0,388.6666666666667,0.0,0.03,333.0,8.41,11.33,14.68,5.28,39.7,45.82
5,2005,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,333.0,333.0,333.0,0.0,0.03,333.0,6.78,15.34,10.24,7.72,40.08,47.67
5,2006,14,Chhattisgarh,Raigarh,0.05,0.02,400.0,333.0,333.0,333.0,333.0,0.20120120120120122,0.03,450.0,3.32,11.99,11.26,5.55,32.12,38.53
5,2007,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,400.0,333.0,333.0,355.3333333333333,0.25,0.05,666.6666666666666,8.88,9.63,8.99,11.52,39.02,43.48
5,2008,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,400.0,333.0,411.0,0.0,0.02,420.6666666666667,10.77,12.6,12.16,10.8,46.33,50.66
5,2009,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,500.0,400.0,466.6666666666667,0.0,0.02,500.0,2.17,16.42,9.09,2.89,30.570000000000004,36.85
5,2011,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,500.0,500.0,500.0,500.0,-0.33399999999999996,0.02,833.25,6.64,9.21,12.16,15.7,43.71,48.85
5,2012,14,Chhattisgarh,Raigarh,0.33,0.13,394.0,333.0,500.0,500.0,444.3333333333333,0.18318318318318316,0.03,723.5,6.37,14.29,17.78,6.9,45.34,51.43
5,2013,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,394.0,333.0,500.0,409.0,1.5380710659898478,0.33,810.5,8.38,12.57,12.29,6.11,39.35,52.35
5,2014,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,1000.0,394.0,333.0,575.6666666666666,0.0,0.01,750.0,3.83,13.32,10.83,7.77,35.75,44.17
5,2015,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,1000.0,1000.0,394.0,798.0,0.0,0.01,666.6666666666666,6.22,12.45,12.01,7.6,38.28,42.26
7,1993,6,Madhya Pradesh,Jabalpur,0.02,0.01,500.0,800.0,667.0,1000.0,822.3333333333334,-0.375,0.05,736.7586206896551,7.4,7.92,14.11,12.84,42.27,44.75
7,2005,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0,500.0,800.0,667.0,655.6666666666666,1.0,0.02,1001.9333333333333,4.93,25.25,10.83,11.04,52.05,56.63
7,2006,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0,1000.0,500.0,800.0,766.6666666666666,0.0,0.01,1027.1290322580646,3.32,11.35,10.96,3.4,29.03,33.18
7,2018,6,Madhya Pradesh,Jabalpur,0.03,0.04,1321.0,1000.0,1000.0,500.0,833.3333333333334,0.32099999999999995,0.01,1588.7435897435898,3.52,12.81,12.21,3.93,32.470000000000006,34.33
7,2019,6,Madhya Pradesh,Jabalpur,0.01,0.02,1727.0,1321.0,1000.0,1000.0,1107.0,0.307342922028766,0.03,1341.735294117647,3.09,11.8,17.64,16.14,48.67,51.67
9,1993,6,Madhya Pradesh,Chhindwara,0.17,0.12,706.0,667.0,571.0,625.0,621.0,0.058470764617691184,0.15,736.7586206896551,6.25,13.06,8.34,11.84,39.49,44.07
9,1994,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0,706.0,667.0,571.0,648.0,-0.055240793201133176,0.17,769.1666666666666,8.54,15.63,15.09,7.92,47.18000000000001,51.94
9,1995,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0,667.0,706.0,667.0,680.0,0.4992503748125936,0.3,930.3,3.03,12.94,7.34,8.09,31.4,37.09
9,1996,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,1000.0,667.0,706.0,791.0,0.0,0.2,839.2857142857143,1.43,11.67,11.57,5.87,30.540000000000003,35.34
9,1997,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0,1000.0,1000.0,667.0,889.0,0.0,0.1,925.2631578947369,4.34,10.28,10.3,4.9,29.82,40.82
9,1998,6,Madhya Pradesh,Chhindwara,0.2,0.1,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.2,1043.3,4.67,9.04,9.33,7.34,30.38,36.83
9,1999,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,500.0,1000.0,1000.0,833.3333333333334,1.0,0.2,835.1176470588235,4.37,10.89,9.48,8.86,33.6,39.05
9,2000,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0,1000.0,500.0,1000.0,833.3333333333334,-0.33299999999999996,0.1,973.6666666666666,4.6,12.63,7.28,2.52,27.03,29.58
9,2001,6,Madhya Pradesh,Chhindwara,0.4,0.2,500.0,667.0,1000.0,500.0,722.3333333333334,-0.2503748125937032,0.3,910.6470588235294,9.76,9.09,7.95,2.79,29.59,36.4
9,2002,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,500.0,667.0,1000.0,722.3333333333334,1.0,0.4,581.9473684210526,7.66,2.88,15.14,3.67,29.35,32.79
9,2003,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,1000.0,500.0,667.0,722.3333333333334,0.0,0.1,1085.6315789473683,8.91,12.82,10.95,8.87,41.55,45.21
9,2004,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0,1000.0,1000.0,500.0,833.3333333333334,-0.18200000000000005,0.1,940.3870967741935,3.86,9.8,10.06,2.4,26.12,29.16
9,2005,6,Madhya Pradesh,Chhindwara,0.08,0.05,625.0,818.0,1000.0,1000.0,939.3333333333334,-0.23594132029339854,0.11,1001.9333333333333,4.69,17.49,5.72,10.64,38.54,43.5
9,2006,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0,625.0,818.0,1000.0,814.3333333333334,0.30879999999999996,0.08,1027.1290322580646,4.01,13.61,19.22,8.69,45.53,51.6
9,2010,6,Madhya Pradesh,Chhindwara,0.11,0.11,964.0,818.0,625.0,818.0,753.6666666666666,0.1784841075794621,0.11,1238.107142857143,4.68,12.18,14.42,7.56,38.84,43.66
9,2011,6,Madhya Pradesh,Chhindwara,0.11,0.13,1218.0,964.0,818.0,625.0,802.3333333333334,0.2634854771784232,0.11,1214.76,6.95,10.64,12.65,7.71,37.95,39.93
9,2014,6,Madhya Pradesh,Chhindwara,2.0,3.0,1500.0,1218.0,964.0,818.0,1000.0,0.23152709359605916,0.11,1621.1304347826087,2.06,14.64,5.94,5.86,28.5,33.02
9,2018,6,Madhya Pradesh,Chhindwara,0.14,0.17,1169.0,1500.0,1218.0,964.0,1227.3333333333333,-0.22066666666666668,2.0,1588.7435897435898,6.2,10.06,5.97,3.98,26.21,27.81
9,2019,6,Madhya Pradesh,Chhindwara,0.01,0.01,1143.0,1169.0,1500.0,1218.0,1295.6666666666667,-0.022241231822070162,0.14,1341.735294117647,2.6,9.98,16.11,14.58,43.27,47.93
10,1993,6,Madhya Pradesh,Narsinghpur,0.07,0.06,857.0,1111.0,818.0,1000.0,976.3333333333334,-0.22862286228622863,0.09,736.7586206896551,6.45,9.42,12.65,12.96,41.48,43.95
10,1995,6,Madhya Pradesh,Narsinghpur,0.2,0.2,1000.0,857.0,1111.0,818.0,928.6666666666666,0.16686114352392067,0.07,930.3,2.3,13.05,10.02,5.18,30.55,36.55
10,2000,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0,1000.0,857.0,1111.0,989.3333333333334,0.0,0.2,973.6666666666666,4.86,13.1,6.13,3.24,27.33,28.85
10,2004,6,Madhya Pradesh,Narsinghpur,0.02,0.03,1500.0,1000.0,1000.0,857.0,952.3333333333334,0.5,0.1,940.3870967741935,5.52,10.5,13.24,2.39,31.65,34.93
10,2005,6,Madhya Pradesh,Narsinghpur,0.01,0.02,2000.0,1500.0,1000.0,1000.0,1166.6666666666667,0.33333333333333326,0.02,1001.9333333333333,4.21,24.63,8.75,10.72,48.31,51.92
10,2007,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0,2000.0,1500.0,1000.0,1500.0,-0.5,0.01,859.5,3.99,12.47,9.83,6.51,32.8,35.85
10,2011,6,Madhya Pradesh,Narsinghpur,0.02,0.04,1947.0,1000.0,2000.0,1500.0,1500.0,0.9470000000000001,0.1,1214.76,9.97,16.23,11.96,9.79,47.95,50.0
10,2013,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1000.0,1947.0,1000.0,2000.0,1649.0,-0.4863893168977915,0.02,1295.88,15.32,15.99,21.41,3.31,56.03,62.6
10,2014,6,Madhya Pradesh,Narsinghpur,3.0,4.0,1333.0,1000.0,1947.0,1000.0,1315.6666666666667,0.33299999999999996,0.01,1621.1304347826087,3.76,12.44,5.8,7.18,29.18,34.93
10,2017,6,Madhya Pradesh,Narsinghpur,1.0,2.54,2540.0,1333.0,1000.0,1947.0,1426.6666666666667,0.9054763690922731,3.0,1603.7391304347825,4.68,11.13,5.26,6.48,27.55,29.22
10,2018,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1429.0,2540.0,1333.0,1000.0,1624.3333333333333,-0.43740157480314956,1.0,1588.7435897435898,3.97,13.7,9.86,4.19,31.72,33.14
13,1993,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0,1000.0,500.0,667.0,722.3333333333334,0.0,0.01,736.7586206896551,3.52,8.8,8.13,13.47,33.92,35.49
13,2004,6,Madhya Pradesh,Sagar,0.03,0.02,667.0,1000.0,1000.0,500.0,833.3333333333334,-0.33299999999999996,0.01,940.3870967741935,2.68,9.22,13.96,1.55,27.41,30.21
13,2005,6,Madhya Pradesh,Sagar,0.04,0.04,1000.0,667.0,1000.0,1000.0,889.0,0.4992503748125936,0.03,1001.9333333333333,3.53,21.41,4.22,7.16,36.32,37.9
13,2006,6,Madhya Pradesh,Sagar,0.02,0.02,1000.0,1000.0,667.0,1000.0,889.0,0.0,0.04,1027.1290322580646,2.59,12.55,19.49,5.05,39.67999999999999,44.34
13,2009,6,Madhya Pradesh,Sagar,0.1,0.1,1000.0,1000.0,1000.0,667.0,889.0,0.0,0.02,1051.3157894736842,3.72,10.43,5.62,5.42,25.19,31.98
13,2010,6,Madhya Pradesh,Sagar,0.02,0.02,1050.0,1000.0,1000.0,1000.0,1000.0,0.050000000000000044,0.1,1238.107142857143,3.51,10.61,8.49,5.52,28.13,32.78
13,2011,6,Madhya Pradesh,Sagar,0.06,0.07,1048.0,1050.0,1000.0,1000.0,1016.6666666666666,-0.0019047619047618536,0.02,1214.76,15.83,16.91,11.83,7.59,52.16,52.93
13,2012,6,Madhya Pradesh,Sagar,0.02,0.07,3500.0,1048.0,1050.0,1000.0,1032.6666666666667,2.3396946564885495,0.06,1543.9166666666667,2.17,13.57,13.8,3.34,32.879999999999995,33.65
13,2013,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0,3500.0,1048.0,1050.0,1866.0,-0.7142857142857143,0.02,1295.88,12.85,17.75,17.03,1.51,49.14,55.11
13,2018,6,Madhya Pradesh,Sagar,0.02,0.03,1737.0,1000.0,3500.0,1048.0,1849.3333333333333,0.7370000000000001,0.01,1588.7435897435898,3.5,18.62,8.24,5.88,36.24,36.92
13,2019,6,Madhya Pradesh,Sagar,0.02,0.02,1267.0,1737.0,1000.0,3500.0,2079.0,-0.27058146229130686,0.02,1341.735294117647,4.57,11.36,19.26,15.04,50.23,53.05
14,2003,6,Madhya Pradesh,Damoh,0.2,0.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,1085.6315789473683,5.58,9.1,12.64,15.45,42.77,46.06
14,2004,6,Madhya Pradesh,Damoh,0.06,0.07,1167.0,1000.0,1000.0,1000.0,1000.0,0.16700000000000004,0.2,940.3870967741935,5.37,9.38,13.07,2.55,30.37,33.44
14,2005,6,Madhya Pradesh,Damoh,0.06,0.08,1333.0,1167.0,1000.0,1000.0,1055.6666666666667,0.14224507283633248,0.06,1001.9333333333333,4.07,23.83,7.38,8.55,43.83,46.28
14,2006,6,Madhya Pradesh,Damoh,0.07,0.08,1143.0,1333.0,1167.0,1000.0,1166.6666666666667,-0.14253563390847712,0.06,1027.1290322580646,2.88,12.09,13.25,3.57,31.79,35.77
14,2007,6,Madhya Pradesh,Damoh,0.1,0.1,1000.0,1143.0,1333.0,1167.0,1214.3333333333333,-0.12510936132983375,0.07,859.5,3.35,10.97,9.22,5.32,28.86,32.31
14,2010,6,Madhya Pradesh,Damoh,0.01,0.01,2000.0,1000.0,1143.0,1333.0,1158.6666666666667,1.0,0.1,1238.107142857143,2.87,11.08,10.15,9.96,34.06,37.57
14,2011,6,Madhya Pradesh,Damoh,1.4,2.69,1923.0,2000.0,1000.0,1143.0,1381.0,-0.03849999999999998,0.01,1214.76,12.92,15.97,10.54,8.22,47.65,49.23
14,2012,6,Madhya Pradesh,Damoh,0.01,0.02,2000.0,1923.0,2000.0,1000.0,1641.0,0.04004160166406656,1.4,1543.9166666666667,3.01,15.0,14.24,4.02,36.27,37.34
14,2014,6,Madhya Pradesh,Damoh,2.0,5.0,2500.0,2000.0,1923.0,2000.0,1974.3333333333333,0.25,0.01,1621.1304347826087,2.93,10.46,6.76,6.35,26.5,33.12
16,1993,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,667.0,250.0,500.0,472.3333333333333,-0.2503748125937032,0.06,736.7586206896551,2.93,4.65,4.72,13.34,25.64,27.14
16,2004,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,500.0,667.0,250.0,472.3333333333333,0.0,0.04,940.3870967741935,3.98,6.73,10.02,2.86,23.59,26.27
16,2005,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,500.0,500.0,667.0,555.6666666666666,0.0,0.04,1001.9333333333333,3.42,16.73,4.41,5.36,29.92,32.07
16,2006,6,Madhya Pradesh,Chhatarpur,0.24,0.12,500.0,500.0,500.0,500.0,500.0,0.0,0.04,1027.1290322580646,3.28,9.65,6.56,2.42,21.91,24.85
16,2007,6,Madhya Pradesh,Chhatarpur,0.3,0.1,333.0,500.0,500.0,500.0,500.0,-0.33399999999999996,0.24,859.5,2.98,6.99,6.6,3.56,20.13,23.49
16,2008,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0,333.0,500.0,500.0,444.3333333333333,0.5015015015015014,0.3,1110.0555555555557,9.19,8.79,7.91,4.55,30.44,31.87
16,2009,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0,500.0,333.0,500.0,444.3333333333333,0.0,0.2,1051.3157894736842,1.78,4.92,3.97,5.88,16.55,23.23
16,2010,6,Madhya Pradesh,Chhatarpur,0.03,0.01,538.0,500.0,500.0,333.0,444.3333333333333,0.07600000000000007,0.2,1238.107142857143,2.42,7.78,7.81,6.85,24.86,27.99
16,2011,6,Madhya Pradesh,Chhatarpur,0.02,0.01,421.0,538.0,500.0,500.0,512.6666666666666,-0.21747211895910779,0.03,1214.76,10.72,11.89,7.93,5.2,35.74,36.72
16,2013,6,Madhya Pradesh,Chhatarpur,0.07,0.05,714.0,421.0,538.0,500.0,486.3333333333333,0.6959619952494063,0.02,1295.88,8.19,11.2,14.01,1.8,35.2,41.83
16,2014,6,Madhya Pradesh,Chhatarpur,2.0,3.0,1500.0,714.0,421.0,538.0,557.6666666666666,1.1008403361344539,0.07,1621.1304347826087,1.4,7.37,6.28,5.01,20.06,26.52
16,2017,6,Madhya Pradesh,Chhatarpur,0.01,0.03,3000.0,1500.0,714.0,421.0,878.3333333333334,1.0,2.0,1603.7391304347825,3.45,7.81,4.3,3.83,19.39,20.37
16,2018,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0,3000.0,1500.0,714.0,1738.0,-0.8096666666666666,0.01,1588.7435897435898,1.98,13.78,9.22,7.16,32.14,33.26
16,2019,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0,571.0,3000.0,1500.0,1690.3333333333333,0.0,0.01,1341.735294117647,1.72,9.52,11.81,10.54,33.59,36.86
17,1993,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,667.0,1000.0,889.0,-0.25,0.02,736.7586206896551,4.02,5.08,6.72,17.01,32.83,34.64
17,1995,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,750.0,1000.0,667.0,805.6666666666666,0.33333333333333326,0.04,930.3,2.21,8.84,9.58,4.39,25.020000000000003,28.71
17,1997,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,750.0,1000.0,916.6666666666666,0.0,0.1,925.2631578947369,2.33,11.88,11.65,6.4,32.26,40.96
17,1998,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,1000.0,750.0,916.6666666666666,0.0,0.1,1043.3,1.85,7.54,10.12,6.26,25.77,28.34
17,2002,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,581.9473684210526,3.01,3.75,14.84,8.07,29.67,33.61
17,2004,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,1000.0,1000.0,1000.0,-0.25,0.1,940.3870967741935,7.66,7.49,10.83,3.92,29.9,32.77
17,2005,6,Madhya Pradesh,Panna,0.04,0.04,1000.0,750.0,1000.0,1000.0,916.6666666666666,0.33333333333333326,0.04,1001.9333333333333,4.17,24.1,7.89,7.34,43.5,46.24
17,2006,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,750.0,1000.0,916.6666666666666,-0.25,0.04,1027.1290322580646,2.56,12.71,6.53,2.03,23.83,27.12
17,2009,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,750.0,1000.0,750.0,833.3333333333334,0.33333333333333326,0.04,1051.3157894736842,1.87,6.35,3.74,6.94,18.9,27.49
17,2010,6,Madhya Pradesh,Panna,0.07,0.1,1471.0,1000.0,750.0,1000.0,916.6666666666666,0.4710000000000001,0.1,1238.107142857143,1.62,9.39,8.47,8.45,27.930000000000003,30.44
17,2011,6,Madhya Pradesh,Panna,0.08,0.09,1146.0,1471.0,1000.0,750.0,1073.6666666666667,-0.22093813732155,0.07,1214.76,10.83,11.54,7.95,5.84,36.16,37.75
17,2013,6,Madhya Pradesh,Panna,0.01,0.02,2000.0,1146.0,1471.0,1000.0,1205.6666666666667,0.7452006980802792,0.08,1295.88,10.17,11.97,16.88,3.12,42.13999999999999,50.1
17,2014,6,Madhya Pradesh,Panna,2.0,3.0,1500.0,2000.0,1146.0,1471.0,1539.0,-0.25,0.01,1621.1304347826087,2.29,7.82,4.89,5.78,20.78,28.39
17,2019,6,Madhya Pradesh,Panna,0.01,0.01,1300.0,1500.0,2000.0,1146.0,1548.6666666666667,-0.1333333333333333,2.0,1341.735294117647,2.11,11.1,15.48,11.51,40.2,43.74
18,1993,6,Madhya Pradesh,Rewa,1.14,0.58,509.0,598.0,373.0,532.0,501.0,-0.1488294314381271,0.97,736.7586206896551,3.08,2.32,3.62,11.44,20.46,22.4
18,1994,6,Madhya Pradesh,Rewa,0.9,0.4,444.0,509.0,598.0,373.0,493.3333333333333,-0.12770137524557956,1.14,769.1666666666666,3.86,10.39,10.31,3.22,27.78,30.11
18,1995,6,Madhya Pradesh,Rewa,0.9,0.5,556.0,444.0,509.0,598.0,517.0,0.25225225225225234,0.9,930.3,1.84,4.91,8.5,4.54,19.79,23.12
18,1996,6,Madhya Pradesh,Rewa,0.6,0.3,500.0,556.0,444.0,509.0,503.0,-0.1007194244604317,0.9,839.2857142857143,6.45,6.23,9.27,4.1,26.05,30.79
18,1997,6,Madhya Pradesh,Rewa,0.7,0.3,429.0,500.0,556.0,444.0,500.0,-0.14200000000000002,0.6,925.2631578947369,2.92,9.24,6.84,7.35,26.35,32.3
18,1998,6,Madhya Pradesh,Rewa,0.7,0.5,714.0,429.0,500.0,556.0,495.0,0.6643356643356644,0.7,1043.3,1.54,6.81,12.23,5.38,25.96,27.72
18,1999,6,Madhya Pradesh,Rewa,0.6,0.3,500.0,714.0,429.0,500.0,547.6666666666666,-0.2997198879551821,0.7,835.1176470588235,3.4,11.56,6.06,4.42,25.44,27.85
18,2000,6,Madhya Pradesh,Rewa,0.6,0.4,667.0,500.0,714.0,429.0,547.6666666666666,0.3340000000000001,0.6,973.6666666666666,2.78,4.45,5.21,4.45,16.89,17.73
18,2001,6,Madhya Pradesh,Rewa,0.5,0.2,400.0,667.0,500.0,714.0,627.0,-0.4002998500749625,0.6,910.6470588235294,5.18,13.47,6.35,2.32,27.32,32.0
18,2002,6,Madhya Pradesh,Rewa,0.6,0.2,333.0,400.0,667.0,500.0,522.3333333333334,-0.16749999999999998,0.5,581.9473684210526,2.09,3.59,10.64,6.98,23.3,28.25
18,2003,6,Madhya Pradesh,Rewa,0.7,0.4,571.0,333.0,400.0,667.0,466.6666666666667,0.7147147147147148,0.6,1085.6315789473683,2.13,4.97,7.63,14.36,29.09,32.08
18,2004,6,Madhya Pradesh,Rewa,0.66,0.35,530.0,571.0,333.0,400.0,434.6666666666667,-0.07180385288966729,0.7,940.3870967741935,6.68,4.54,6.36,3.72,21.3,23.51
18,2005,6,Madhya Pradesh,Rewa,1.11,0.55,495.0,530.0,571.0,333.0,478.0,-0.06603773584905659,0.66,1001.9333333333333,3.44,13.5,7.76,4.12,28.820000000000004,32.01
18,2006,6,Madhya Pradesh,Rewa,0.96,0.33,344.0,495.0,530.0,571.0,532.0,-0.305050505050505,1.11,1027.1290322580646,1.38,9.85,3.33,1.47,16.03,19.11
18,2007,6,Madhya Pradesh,Rewa,1.3,0.6,462.0,344.0,495.0,530.0,456.3333333333333,0.34302325581395343,0.96,859.5,1.91,5.43,7.53,4.6,19.47,23.91
18,2008,6,Madhya Pradesh,Rewa,1.0,0.6,600.0,462.0,344.0,495.0,433.6666666666667,0.2987012987012987,1.3,1110.0555555555557,9.1,11.15,8.95,2.58,31.78,33.62
18,2009,6,Madhya Pradesh,Rewa,0.8,0.3,375.0,600.0,462.0,344.0,468.6666666666667,-0.375,1.0,1051.3157894736842,1.06,5.53,2.05,5.27,13.91,19.33
18,2010,6,Madhya Pradesh,Rewa,0.57,0.32,562.0,375.0,600.0,462.0,479.0,0.4986666666666666,0.8,1238.107142857143,0.46,6.73,5.21,3.91,16.310000000000002,18.69
18,2011,6,Madhya Pradesh,Rewa,0.47,0.25,522.0,562.0,375.0,600.0,512.3333333333334,-0.07117437722419928,0.57,1214.76,9.1,7.82,8.45,7.73,33.1,34.34
18,2012,6,Madhya Pradesh,Rewa,0.12,0.05,417.0,522.0,562.0,375.0,486.3333333333333,-0.20114942528735635,0.47,1543.9166666666667,0.64,12.46,9.5,9.9,32.5,34.44
18,2013,6,Madhya Pradesh,Rewa,0.29,0.12,414.0,417.0,522.0,562.0,500.3333333333333,-0.007194244604316502,0.12,1295.88,9.87,8.43,9.88,2.33,30.51,40.6
18,2014,6,Madhya Pradesh,Rewa,2.0,3.0,1500.0,414.0,417.0,522.0,451.0,2.6231884057971016,0.29,1621.1304347826087,1.31,7.33,5.46,4.06,18.16,26.23
18,2015,6,Madhya Pradesh,Rewa,2.0,2.0,1000.0,1500.0,414.0,417.0,777.0,-0.33333333333333337,2.0,1552.9166666666667,3.6,6.51,7.2,1.98,19.29,26.63
18,2017,6,Madhya Pradesh,Rewa,8.0,13.24,1655.0,1000.0,1500.0,414.0,971.3333333333334,0.655,2.0,1603.7391304347825,2.79,13.59,4.11,2.52,23.01,23.75
18,2018,6,Madhya Pradesh,Rewa,0.11,0.06,583.0,1655.0,1000.0,1500.0,1385.0,-0.6477341389728097,8.0,1588.7435897435898,2.54,10.08,9.67,4.12,26.41,28.12
18,2019,6,Madhya Pradesh,Rewa,0.05,0.02,469.0,583.0,1655.0,1000.0,1079.3333333333333,-0.19554030874785588,0.11,1341.735294117647,0.93,8.75,10.74,11.73,32.150000000000006,36.14
19,2017,6,Madhya Pradesh,Sidhi,8.9,12.68,1425.0,444.0,559.0,500.0,501.0,2.2094594594594597,9.0,1603.7391304347825,3.94,15.01,5.81,2.96,27.72,29.11
19,2019,6,Madhya Pradesh,Sidhi,0.03,0.01,346.0,1425.0,444.0,559.0,809.3333333333334,-0.7571929824561403,8.9,1341.735294117647,1.96,8.34,10.54,10.72,31.56,35.75
20,1993,6,Madhya Pradesh,Satna,0.11,0.06,545.0,640.0,429.0,667.0,578.6666666666666,-0.1484375,0.25,736.7586206896551,3.56,4.13,5.47,17.37,30.53,32.44
20,1994,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,545.0,640.0,429.0,538.0,0.834862385321101,0.11,769.1666666666666,4.69,12.34,14.43,3.85,35.31,37.69
20,1995,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,545.0,640.0,728.3333333333334,0.0,0.1,930.3,2.13,7.65,9.07,3.96,22.81,26.37
20,1998,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,545.0,848.3333333333334,0.0,0.1,1043.3,1.36,7.4,11.32,6.34,26.42,28.91
20,2000,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,973.6666666666666,3.66,6.73,5.44,3.47,19.3,20.33
20,2001,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,910.6470588235294,7.24,19.61,7.2,1.28,35.330000000000005,40.67
20,2002,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,581.9473684210526,3.08,4.22,13.96,8.66,29.92,34.46
20,2004,6,Madhya Pradesh,Satna,0.08,0.04,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.1,940.3870967741935,8.53,6.62,9.87,4.38,29.399999999999995,32.16
20,2005,6,Madhya Pradesh,Satna,0.06,0.04,667.0,500.0,1000.0,1000.0,833.3333333333334,0.3340000000000001,0.08,1001.9333333333333,4.26,23.25,8.26,6.55,42.31999999999999,45.43
