dist_code,year,state_code,state_name,dist_name,area,production,yield_kg_ha,yield_lag1,yield_lag2,yield_lag3,yield_rolling3,yield_yoy_change,area_lag1,state_avg_yield
4,2014,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.01,750.0
4,2015,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0,500.0,1000.0,1000.0,833.3333333333334,0.0,0.02,666.6666666666666
4,2016,14,Chhattisgarh,Bilaspur,0.02,0.01,400.0,500.0,500.0,1000.0,666.6666666666666,-0.19999999999999996,0.02,585.3333333333334
4,2017,14,Chhattisgarh,Bilaspur,0.02,0.01,438.0,400.0,500.0,500.0,466.6666666666667,0.09499999999999997,0.02,402.0
4,2018,14,Chhattisgarh,Bilaspur,0.01,0.01,417.0,438.0,400.0,500.0,446.0,-0.047945205479452024,0.02,684.0
5,1993,14,Chhattisgarh,Raigarh,0.06,0.03,500.0,600.0,500.0,571.0,557.0,-0.16666666666666663,0.05,750.0
5,2000,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,600.0,500.0,533.3333333333334,0.0,0.06,625.0
5,2001,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,500.0,500.0,600.0,533.3333333333334,-0.33399999999999996,0.02,333.0
5,2002,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,500.0,500.0,444.3333333333333,0.0,0.03,666.5
5,2004,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,333.0,500.0,388.6666666666667,0.0,0.03,333.0
5,2005,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,333.0,333.0,333.0,333.0,0.0,0.03,333.0
5,2006,14,Chhattisgarh,Raigarh,0.05,0.02,400.0,333.0,333.0,333.0,333.0,0.20120120120120122,0.03,450.0
5,2007,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,400.0,333.0,333.0,355.3333333333333,0.25,0.05,666.6666666666666
5,2008,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,400.0,333.0,411.0,0.0,0.02,420.6666666666667
5,2009,14,Chhattisgarh,Raigarh,0.02,0.01,500.0,500.0,500.0,400.0,466.6666666666667,0.0,0.02,500.0
5,2011,14,Chhattisgarh,Raigarh,0.03,0.01,333.0,500.0,500.0,500.0,500.0,-0.33399999999999996,0.02,833.25
5,2012,14,Chhattisgarh,Raigarh,0.33,0.13,394.0,333.0,500.0,500.0,444.3333333333333,0.18318318318318316,0.03,723.5
5,2013,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,394.0,333.0,500.0,409.0,1.5380710659898478,0.33,810.5
5,2014,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,1000.0,394.0,333.0,575.6666666666666,0.0,0.01,750.0
5,2015,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0,1000.0,1000.0,394.0,798.0,0.0,0.01,666.6666666666666
7,1993,6,Madhya Pradesh,Jabalpur,0.02,0.01,500.0,800.0,667.0,1000.0,822.3333333333334,-0.375,0.05,736.7586206896551
7,2005,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0,500.0,800.0,667.0,655.6666666666666,1.0,0.02,1001.9333333333333
7,2006,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0,1000.0,500.0,800.0,766.6666666666666,0.0,0.01,1027.1290322580646
7,2018,6,Madhya Pradesh,Jabalpur,0.03,0.04,1321.0,1000.0,1000.0,500.0,833.3333333333334,0.32099999999999995,0.01,1588.7435897435898
7,2019,6,Madhya Pradesh,Jabalpur,0.01,0.02,1727.0,1321.0,1000.0,1000.0,1107.0,0.307342922028766,0.03,1341.735294117647
9,1993,6,Madhya Pradesh,Chhindwara,0.17,0.12,706.0,667.0,571.0,625.0,621.0,0.058470764617691184,0.15,736.7586206896551
9,1994,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0,706.0,667.0,571.0,648.0,-0.055240793201133176,0.17,769.1666666666666
9,1995,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0,667.0,706.0,667.0,680.0,0.4992503748125936,0.3,930.3
9,1996,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,1000.0,667.0,706.0,791.0,0.0,0.2,839.2857142857143
9,1997,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0,1000.0,1000.0,667.0,889.0,0.0,0.1,925.2631578947369
9,1998,6,Madhya Pradesh,Chhindwara,0.2,0.1,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.2,1043.3
9,1999,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,500.0,1000.0,1000.0,833.3333333333334,1.0,0.2,835.1176470588235
9,2000,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0,1000.0,500.0,1000.0,833.3333333333334,-0.33299999999999996,0.1,973.6666666666666
9,2001,6,Madhya Pradesh,Chhindwara,0.4,0.2,500.0,667.0,1000.0,500.0,722.3333333333334,-0.2503748125937032,0.3,910.6470588235294
9,2002,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,500.0,667.0,1000.0,722.3333333333334,1.0,0.4,581.9473684210526
9,2003,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0,1000.0,500.0,667.0,722.3333333333334,0.0,0.1,1085.6315789473683
9,2004,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0,1000.0,1000.0,500.0,833.3333333333334,-0.18200000000000005,0.1,940.3870967741935
9,2005,6,Madhya Pradesh,Chhindwara,0.08,0.05,625.0,818.0,1000.0,1000.0,939.3333333333334,-0.23594132029339854,0.11,1001.9333333333333
9,2006,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0,625.0,818.0,1000.0,814.3333333333334,0.30879999999999996,0.08,1027.1290322580646
9,2010,6,Madhya Pradesh,Chhindwara,0.11,0.11,964.0,818.0,625.0,818.0,753.6666666666666,0.1784841075794621,0.11,1238.107142857143
9,2011,6,Madhya Pradesh,Chhindwara,0.11,0.13,1218.0,964.0,818.0,625.0,802.3333333333334,0.2634854771784232,0.11,1214.76
9,2014,6,Madhya Pradesh,Chhindwara,2.0,3.0,1500.0,1218.0,964.0,818.0,1000.0,0.23152709359605916,0.11,1621.1304347826087
9,2018,6,Madhya Pradesh,Chhindwara,0.14,0.17,1169.0,1500.0,1218.0,964.0,1227.3333333333333,-0.22066666666666668,2.0,1588.7435897435898
9,2019,6,Madhya Pradesh,Chhindwara,0.01,0.01,1143.0,1169.0,1500.0,1218.0,1295.6666666666667,-0.022241231822070162,0.14,1341.735294117647
10,1993,6,Madhya Pradesh,Narsinghpur,0.07,0.06,857.0,1111.0,818.0,1000.0,976.3333333333334,-0.22862286228622863,0.09,736.7586206896551
10,1995,6,Madhya Pradesh,Narsinghpur,0.2,0.2,1000.0,857.0,1111.0,818.0,928.6666666666666,0.16686114352392067,0.07,930.3
10,2000,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0,1000.0,857.0,1111.0,989.3333333333334,0.0,0.2,973.6666666666666
10,2004,6,Madhya Pradesh,Narsinghpur,0.02,0.03,1500.0,1000.0,1000.0,857.0,952.3333333333334,0.5,0.1,940.3870967741935
10,2005,6,Madhya Pradesh,Narsinghpur,0.01,0.02,2000.0,1500.0,1000.0,1000.0,1166.6666666666667,0.33333333333333326,0.02,1001.9333333333333
10,2007,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0,2000.0,1500.0,1000.0,1500.0,-0.5,0.01,859.5
10,2011,6,Madhya Pradesh,Narsinghpur,0.02,0.04,1947.0,1000.0,2000.0,1500.0,1500.0,0.9470000000000001,0.1,1214.76
10,2013,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1000.0,1947.0,1000.0,2000.0,1649.0,-0.4863893168977915,0.02,1295.88
10,2014,6,Madhya Pradesh,Narsinghpur,3.0,4.0,1333.0,1000.0,1947.0,1000.0,1315.6666666666667,0.33299999999999996,0.01,1621.1304347826087
10,2017,6,Madhya Pradesh,Narsinghpur,1.0,2.54,2540.0,1333.0,1000.0,1947.0,1426.6666666666667,0.9054763690922731,3.0,1603.7391304347825
10,2018,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1429.0,2540.0,1333.0,1000.0,1624.3333333333333,-0.43740157480314956,1.0,1588.7435897435898
13,1993,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0,1000.0,500.0,667.0,722.3333333333334,0.0,0.01,736.7586206896551
13,2004,6,Madhya Pradesh,Sagar,0.03,0.02,667.0,1000.0,1000.0,500.0,833.3333333333334,-0.33299999999999996,0.01,940.3870967741935
13,2005,6,Madhya Pradesh,Sagar,0.04,0.04,1000.0,667.0,1000.0,1000.0,889.0,0.4992503748125936,0.03,1001.9333333333333
13,2006,6,Madhya Pradesh,Sagar,0.02,0.02,1000.0,1000.0,667.0,1000.0,889.0,0.0,0.04,1027.1290322580646
13,2009,6,Madhya Pradesh,Sagar,0.1,0.1,1000.0,1000.0,1000.0,667.0,889.0,0.0,0.02,1051.3157894736842
13,2010,6,Madhya Pradesh,Sagar,0.02,0.02,1050.0,1000.0,1000.0,1000.0,1000.0,0.050000000000000044,0.1,1238.107142857143
13,2011,6,Madhya Pradesh,Sagar,0.06,0.07,1048.0,1050.0,1000.0,1000.0,1016.6666666666666,-0.0019047619047618536,0.02,1214.76
13,2012,6,Madhya Pradesh,Sagar,0.02,0.07,3500.0,1048.0,1050.0,1000.0,1032.6666666666667,2.3396946564885495,0.06,1543.9166666666667
13,2013,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0,3500.0,1048.0,1050.0,1866.0,-0.7142857142857143,0.02,1295.88
13,2018,6,Madhya Pradesh,Sagar,0.02,0.03,1737.0,1000.0,3500.0,1048.0,1849.3333333333333,0.7370000000000001,0.01,1588.7435897435898
13,2019,6,Madhya Pradesh,Sagar,0.02,0.02,1267.0,1737.0,1000.0,3500.0,2079.0,-0.27058146229130686,0.02,1341.735294117647
14,2003,6,Madhya Pradesh,Damoh,0.2,0.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,1085.6315789473683
14,2004,6,Madhya Pradesh,Damoh,0.06,0.07,1167.0,1000.0,1000.0,1000.0,1000.0,0.16700000000000004,0.2,940.3870967741935
14,2005,6,Madhya Pradesh,Damoh,0.06,0.08,1333.0,1167.0,1000.0,1000.0,1055.6666666666667,0.14224507283633248,0.06,1001.9333333333333
14,2006,6,Madhya Pradesh,Damoh,0.07,0.08,1143.0,1333.0,1167.0,1000.0,1166.6666666666667,-0.14253563390847712,0.06,1027.1290322580646
14,2007,6,Madhya Pradesh,Damoh,0.1,0.1,1000.0,1143.0,1333.0,1167.0,1214.3333333333333,-0.12510936132983375,0.07,859.5
14,2010,6,Madhya Pradesh,Damoh,0.01,0.01,2000.0,1000.0,1143.0,1333.0,1158.6666666666667,1.0,0.1,1238.107142857143
14,2011,6,Madhya Pradesh,Damoh,1.4,2.69,1923.0,2000.0,1000.0,1143.0,1381.0,-0.03849999999999998,0.01,1214.76
14,2012,6,Madhya Pradesh,Damoh,0.01,0.02,2000.0,1923.0,2000.0,1000.0,1641.0,0.04004160166406656,1.4,1543.9166666666667
14,2014,6,Madhya Pradesh,Damoh,2.0,5.0,2500.0,2000.0,1923.0,2000.0,1974.3333333333333,0.25,0.01,1621.1304347826087
16,1993,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,667.0,250.0,500.0,472.3333333333333,-0.2503748125937032,0.06,736.7586206896551
16,2004,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,500.0,667.0,250.0,472.3333333333333,0.0,0.04,940.3870967741935
16,2005,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0,500.0,500.0,667.0,555.6666666666666,0.0,0.04,1001.9333333333333
16,2006,6,Madhya Pradesh,Chhatarpur,0.24,0.12,500.0,500.0,500.0,500.0,500.0,0.0,0.04,1027.1290322580646
16,2007,6,Madhya Pradesh,Chhatarpur,0.3,0.1,333.0,500.0,500.0,500.0,500.0,-0.33399999999999996,0.24,859.5
16,2008,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0,333.0,500.0,500.0,444.3333333333333,0.5015015015015014,0.3,1110.0555555555557
16,2009,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0,500.0,333.0,500.0,444.3333333333333,0.0,0.2,1051.3157894736842
16,2010,6,Madhya Pradesh,Chhatarpur,0.03,0.01,538.0,500.0,500.0,333.0,444.3333333333333,0.07600000000000007,0.2,1238.107142857143
16,2011,6,Madhya Pradesh,Chhatarpur,0.02,0.01,421.0,538.0,500.0,500.0,512.6666666666666,-0.21747211895910779,0.03,1214.76
16,2013,6,Madhya Pradesh,Chhatarpur,0.07,0.05,714.0,421.0,538.0,500.0,486.3333333333333,0.6959619952494063,0.02,1295.88
16,2014,6,Madhya Pradesh,Chhatarpur,2.0,3.0,1500.0,714.0,421.0,538.0,557.6666666666666,1.1008403361344539,0.07,1621.1304347826087
16,2017,6,Madhya Pradesh,Chhatarpur,0.01,0.03,3000.0,1500.0,714.0,421.0,878.3333333333334,1.0,2.0,1603.7391304347825
16,2018,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0,3000.0,1500.0,714.0,1738.0,-0.8096666666666666,0.01,1588.7435897435898
16,2019,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0,571.0,3000.0,1500.0,1690.3333333333333,0.0,0.01,1341.735294117647
17,1993,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,667.0,1000.0,889.0,-0.25,0.02,736.7586206896551
17,1995,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,750.0,1000.0,667.0,805.6666666666666,0.33333333333333326,0.04,930.3
17,1997,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,750.0,1000.0,916.6666666666666,0.0,0.1,925.2631578947369
17,1998,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,1000.0,750.0,916.6666666666666,0.0,0.1,1043.3
17,2002,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,581.9473684210526
17,2004,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,1000.0,1000.0,1000.0,-0.25,0.1,940.3870967741935
17,2005,6,Madhya Pradesh,Panna,0.04,0.04,1000.0,750.0,1000.0,1000.0,916.6666666666666,0.33333333333333326,0.04,1001.9333333333333
17,2006,6,Madhya Pradesh,Panna,0.04,0.03,750.0,1000.0,750.0,1000.0,916.6666666666666,-0.25,0.04,1027.1290322580646
17,2009,6,Madhya Pradesh,Panna,0.1,0.1,1000.0,750.0,1000.0,750.0,833.3333333333334,0.33333333333333326,0.04,1051.3157894736842
17,2010,6,Madhya Pradesh,Panna,0.07,0.1,1471.0,1000.0,750.0,1000.0,916.6666666666666,0.4710000000000001,0.1,1238.107142857143
17,2011,6,Madhya Pradesh,Panna,0.08,0.09,1146.0,1471.0,1000.0,750.0,1073.6666666666667,-0.22093813732155,0.07,1214.76
17,2013,6,Madhya Pradesh,Panna,0.01,0.02,2000.0,1146.0,1471.0,1000.0,1205.6666666666667,0.7452006980802792,0.08,1295.88
17,2014,6,Madhya Pradesh,Panna,2.0,3.0,1500.0,2000.0,1146.0,1471.0,1539.0,-0.25,0.01,1621.1304347826087
17,2019,6,Madhya Pradesh,Panna,0.01,0.01,1300.0,1500.0,2000.0,1146.0,1548.6666666666667,-0.1333333333333333,2.0,1341.735294117647
18,1993,6,Madhya Pradesh,Rewa,1.14,0.58,509.0,598.0,373.0,532.0,501.0,-0.1488294314381271,0.97,736.7586206896551
18,1994,6,Madhya Pradesh,Rewa,0.9,0.4,444.0,509.0,598.0,373.0,493.3333333333333,-0.12770137524557956,1.14,769.1666666666666
18,1995,6,Madhya Pradesh,Rewa,0.9,0.5,556.0,444.0,509.0,598.0,517.0,0.25225225225225234,0.9,930.3
18,1996,6,Madhya Pradesh,Rewa,0.6,0.3,500.0,556.0,444.0,509.0,503.0,-0.1007194244604317,0.9,839.2857142857143
18,1997,6,Madhya Pradesh,Rewa,0.7,0.3,429.0,500.0,556.0,444.0,500.0,-0.14200000000000002,0.6,925.2631578947369
18,1998,6,Madhya Pradesh,Rewa,0.7,0.5,714.0,429.0,500.0,556.0,495.0,0.6643356643356644,0.7,1043.3
18,1999,6,Madhya Pradesh,Rewa,0.6,0.3,500.0,714.0,429.0,500.0,547.6666666666666,-0.2997198879551821,0.7,835.1176470588235
18,2000,6,Madhya Pradesh,Rewa,0.6,0.4,667.0,500.0,714.0,429.0,547.6666666666666,0.3340000000000001,0.6,973.6666666666666
18,2001,6,Madhya Pradesh,Rewa,0.5,0.2,400.0,667.0,500.0,714.0,627.0,-0.4002998500749625,0.6,910.6470588235294
18,2002,6,Madhya Pradesh,Rewa,0.6,0.2,333.0,400.0,667.0,500.0,522.3333333333334,-0.16749999999999998,0.5,581.9473684210526
18,2003,6,Madhya Pradesh,Rewa,0.7,0.4,571.0,333.0,400.0,667.0,466.6666666666667,0.7147147147147148,0.6,1085.6315789473683
18,2004,6,Madhya Pradesh,Rewa,0.66,0.35,530.0,571.0,333.0,400.0,434.6666666666667,-0.07180385288966729,0.7,940.3870967741935
18,2005,6,Madhya Pradesh,Rewa,1.11,0.55,495.0,530.0,571.0,333.0,478.0,-0.06603773584905659,0.66,1001.9333333333333
18,2006,6,Madhya Pradesh,Rewa,0.96,0.33,344.0,495.0,530.0,571.0,532.0,-0.305050505050505,1.11,1027.1290322580646
18,2007,6,Madhya Pradesh,Rewa,1.3,0.6,462.0,344.0,495.0,530.0,456.3333333333333,0.34302325581395343,0.96,859.5
18,2008,6,Madhya Pradesh,Rewa,1.0,0.6,600.0,462.0,344.0,495.0,433.6666666666667,0.2987012987012987,1.3,1110.0555555555557
18,2009,6,Madhya Pradesh,Rewa,0.8,0.3,375.0,600.0,462.0,344.0,468.6666666666667,-0.375,1.0,1051.3157894736842
18,2010,6,Madhya Pradesh,Rewa,0.57,0.32,562.0,375.0,600.0,462.0,479.0,0.4986666666666666,0.8,1238.107142857143
18,2011,6,Madhya Pradesh,Rewa,0.47,0.25,522.0,562.0,375.0,600.0,512.3333333333334,-0.07117437722419928,0.57,1214.76
18,2012,6,Madhya Pradesh,Rewa,0.12,0.05,417.0,522.0,562.0,375.0,486.3333333333333,-0.20114942528735635,0.47,1543.9166666666667
18,2013,6,Madhya Pradesh,Rewa,0.29,0.12,414.0,417.0,522.0,562.0,500.3333333333333,-0.007194244604316502,0.12,1295.88
18,2014,6,Madhya Pradesh,Rewa,2.0,3.0,1500.0,414.0,417.0,522.0,451.0,2.6231884057971016,0.29,1621.1304347826087
18,2015,6,Madhya Pradesh,Rewa,2.0,2.0,1000.0,1500.0,414.0,417.0,777.0,-0.33333333333333337,2.0,1552.9166666666667
18,2017,6,Madhya Pradesh,Rewa,8.0,13.24,1655.0,1000.0,1500.0,414.0,971.3333333333334,0.655,2.0,1603.7391304347825
18,2018,6,Madhya Pradesh,Rewa,0.11,0.06,583.0,1655.0,1000.0,1500.0,1385.0,-0.6477341389728097,8.0,1588.7435897435898
18,2019,6,Madhya Pradesh,Rewa,0.05,0.02,469.0,583.0,1655.0,1000.0,1079.3333333333333,-0.19554030874785588,0.11,1341.735294117647
19,2017,6,Madhya Pradesh,Sidhi,8.9,12.68,1425.0,444.0,559.0,500.0,501.0,2.2094594594594597,9.0,1603.7391304347825
19,2019,6,Madhya Pradesh,Sidhi,0.03,0.01,346.0,1425.0,444.0,559.0,809.3333333333334,-0.7571929824561403,8.9,1341.735294117647
20,1993,6,Madhya Pradesh,Satna,0.11,0.06,545.0,640.0,429.0,667.0,578.6666666666666,-0.1484375,0.25,736.7586206896551
20,1994,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,545.0,640.0,429.0,538.0,0.834862385321101,0.11,769.1666666666666
20,1995,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,545.0,640.0,728.3333333333334,0.0,0.1,930.3
20,1998,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,545.0,848.3333333333334,0.0,0.1,1043.3
20,2000,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,973.6666666666666
20,2001,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,910.6470588235294
20,2002,6,Madhya Pradesh,Satna,0.1,0.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.1,581.9473684210526
20,2004,6,Madhya Pradesh,Satna,0.08,0.04,500.0,1000.0,1000.0,1000.0,1000.0,-0.5,0.1,940.3870967741935
20,2005,6,Madhya Pradesh,Satna,0.06,0.04,667.0,500.0,1000.0,1000.0,833.3333333333334,0.3340000000000001,0.08,1001.9333333333333
20,2006,6,Madhya Pradesh,Satna,0.06,0.03,500.0,667.0,500.0,1000.0,722.3333333333334,-0.2503748125937032,0.06,1027.1290322580646
20,2010,6,Madhya Pradesh,Satna,0.04,0.02,686.0,500.0,667.0,500.0,555.6666666666666,0.3720000000000001,0.06,1238.107142857143
20,2011,6,Madhya Pradesh,Satna,0.05,0.03,617.0,686.0,500.0,667.0,617.6666666666666,-0.1005830903790087,0.04,1214.76
20,2013,6,Madhya Pradesh,Satna,0.04,0.03,750.0,617.0,686.0,500.0,601.0,0.21555915721231766,0.05,1295.88
20,2014,6,Madhya Pradesh,Satna,2.0,3.0,1500.0,750.0,617.0,686.0,684.3333333333334,1.0,0.04,1621.1304347826087
20,2017,6,Madhya Pradesh,Satna,0.4,0.54,1350.0,1500.0,750.0,617.0,955.6666666666666,-0.09999999999999998,2.0,1603.7391304347825
20,2018,6,Madhya Pradesh,Satna,0.02,0.01,765.0,1350.0,1500.0,750.0,1200.0,-0.43333333333333335,0.4,1588.7435897435898
20,2019,6,Madhya Pradesh,Satna,0.05,0.03,565.0,765.0,1350.0,1500.0,1205.0,-0.261437908496732,0.02,1341.735294117647
22,1993,6,Madhya Pradesh,Gwalior,1.47,1.81,1231.0,1729.0,1253.0,1206.0,1396.0,-0.2880277617119722,1.66,736.7586206896551
22,1994,6,Madhya Pradesh,Gwalior,1.3,1.9,1462.0,1231.0,1729.0,1253.0,1404.3333333333333,0.18765231519090175,1.47,769.1666666666666
22,1995,6,Madhya Pradesh,Gwalior,1.4,2.6,1857.0,1462.0,1231.0,1729.0,1474.0,0.2701778385772913,1.3,930.3
22,1996,6,Madhya Pradesh,Gwalior,1.7,2.5,1471.0,1857.0,1462.0,1231.0,1516.6666666666667,-0.20786214324178787,1.4,839.2857142857143
22,1997,6,Madhya Pradesh,Gwalior,1.8,3.0,1667.0,1471.0,1857.0,1462.0,1596.6666666666667,0.13324269204622707,1.7,925.2631578947369
22,1998,6,Madhya Pradesh,Gwalior,1.6,3.2,2000.0,1667.0,1471.0,1857.0,1665.0,0.1997600479904018,1.8,1043.3
22,1999,6,Madhya Pradesh,Gwalior,1.4,2.8,2000.0,2000.0,1667.0,1471.0,1712.6666666666667,0.0,1.6,835.1176470588235
22,2000,6,Madhya Pradesh,Gwalior,2.3,5.0,2174.0,2000.0,2000.0,1667.0,1889.0,0.08699999999999997,1.4,973.6666666666666
22,2001,6,Madhya Pradesh,Gwalior,3.9,8.6,2205.0,2174.0,2000.0,2000.0,2058.0,0.014259429622815123,2.3,910.6470588235294
22,2002,6,Madhya Pradesh,Gwalior,5.6,3.0,536.0,2205.0,2174.0,2000.0,2126.3333333333335,-0.7569160997732426,3.9,581.9473684210526
22,2003,6,Madhya Pradesh,Gwalior,13.2,26.4,2000.0,536.0,2205.0,2174.0,1638.3333333333333,2.7313432835820897,5.6,1085.6315789473683
22,2004,6,Madhya Pradesh,Gwalior,6.98,13.69,1961.0,2000.0,536.0,2205.0,1580.3333333333333,-0.019499999999999962,13.2,940.3870967741935
22,2005,6,Madhya Pradesh,Gwalior,5.78,13.56,2346.0,1961.0,2000.0,536.0,1499.0,0.1963284038755737,6.98,1001.9333333333333
22,2006,6,Madhya Pradesh,Gwalior,5.92,13.18,2226.0,2346.0,1961.0,2000.0,2102.3333333333335,-0.051150895140664954,5.78,1027.1290322580646
22,2007,6,Madhya Pradesh,Gwalior,9.7,11.5,1186.0,2226.0,2346.0,1961.0,2177.6666666666665,-0.4672057502246182,5.92,859.5
22,2008,6,Madhya Pradesh,Gwalior,9.7,21.2,2186.0,1186.0,2226.0,2346.0,1919.3333333333333,0.8431703204047218,9.7,1110.0555555555557
22,2009,6,Madhya Pradesh,Gwalior,10.0,22.7,2270.0,2186.0,1186.0,2226.0,1866.0,0.038426349496797796,9.7,1051.3157894736842
22,2010,6,Madhya Pradesh,Gwalior,10.09,25.91,2569.0,2270.0,2186.0,1186.0,1880.6666666666667,0.1317180616740088,10.0,1238.107142857143
22,2011,6,Madhya Pradesh,Gwalior,10.32,27.44,2659.0,2569.0,2270.0,2186.0,2341.6666666666665,0.03503308680420392,10.09,1214.76
22,2012,6,Madhya Pradesh,Gwalior,9.09,22.65,2492.0,2659.0,2569.0,2270.0,2499.3333333333335,-0.06280556600225651,10.32,1543.9166666666667
22,2013,6,Madhya Pradesh,Gwalior,7.05,13.65,1936.0,2492.0,2659.0,2569.0,2573.3333333333335,-0.2231139646869984,9.09,1295.88
22,2014,6,Madhya Pradesh,Gwalior,8.0,14.0,1750.0,1936.0,2492.0,2659.0,2362.3333333333335,-0.09607438016528924,7.05,1621.1304347826087
22,2015,6,Madhya Pradesh,Gwalior,9.0,18.0,2000.0,1750.0,1936.0,2492.0,2059.3333333333335,0.1428571428571428,8.0,1552.9166666666667
22,2016,6,Madhya Pradesh,Gwalior,10.0,28.0,2800.0,2000.0,1750.0,1936.0,1895.3333333333333,0.3999999999999999,9.0,2052.0
22,2017,6,Madhya Pradesh,Gwalior,11.9,19.02,1598.0,2800.0,2000.0,1750.0,2183.3333333333335,-0.42928571428571427,10.0,1603.7391304347825
22,2018,6,Madhya Pradesh,Gwalior,18.78,45.29,2412.0,1598.0,2800.0,2000.0,2132.6666666666665,0.509386733416771,11.9,1588.7435897435898
22,2019,6,Madhya Pradesh,Gwalior,17.1,33.71,1972.0,2412.0,1598.0,2800.0,2270.0,-0.18242122719734655,18.78,1341.735294117647
23,1993,6,Madhya Pradesh,Shivpuri,5.33,4.92,923.0,1100.0,753.0,928.0,927.0,-0.1609090909090909,5.79,736.7586206896551
23,1994,6,Madhya Pradesh,Shivpuri,4.9,4.4,898.0,923.0,1100.0,753.0,925.3333333333334,-0.02708559046587211,5.33,769.1666666666666
23,1995,6,Madhya Pradesh,Shivpuri,5.0,5.3,1060.0,898.0,923.0,1100.0,973.6666666666666,0.18040089086859679,4.9,930.3
23,1996,6,Madhya Pradesh,Shivpuri,4.7,4.7,1000.0,1060.0,898.0,923.0,960.3333333333334,-0.05660377358490565,5.0,839.2857142857143
23,1997,6,Madhya Pradesh,Shivpuri,4.4,4.5,1023.0,1000.0,1060.0,898.0,986.0,0.02299999999999991,4.7,925.2631578947369
23,1998,6,Madhya Pradesh,Shivpuri,4.4,5.8,1318.0,1023.0,1000.0,1060.0,1027.6666666666667,0.2883675464320625,4.4,1043.3
23,1999,6,Madhya Pradesh,Shivpuri,4.0,4.1,1025.0,1318.0,1023.0,1000.0,1113.6666666666667,-0.22230652503793624,4.4,835.1176470588235
23,2000,6,Madhya Pradesh,Shivpuri,4.2,6.8,1619.0,1025.0,1318.0,1023.0,1122.0,0.5795121951219513,4.0,973.6666666666666
23,2001,6,Madhya Pradesh,Shivpuri,4.4,5.2,1182.0,1619.0,1025.0,1318.0,1320.6666666666667,-0.26991970352069183,4.2,910.6470588235294
23,2002,6,Madhya Pradesh,Shivpuri,7.7,2.3,299.0,1182.0,1619.0,1025.0,1275.3333333333333,-0.7470389170896785,4.4,581.9473684210526
