dist_code,dist_name,state_name,year,rainfall_jun,rainfall_jul,rainfall_aug,rainfall_sep,rainfall_kharif,rainfall_annual
105,Sangli,Maharashtra,2012,4.24,7.6,4.77,3.55,20.16,23.29
105,Sangli,Maharashtra,2013,8.33,9.9,3.09,5.31,26.63,29.36
105,Sangli,Maharashtra,2014,1.74,10.18,6.61,3.14,21.67,26.2
105,Sangli,Maharashtra,2015,7.41,2.67,2.65,3.61,16.34,20.2
105,Sangli,Maharashtra,2016,8.41,17.97,11.59,5.48,43.45,45.73
105,Sangli,Maharashtra,2017,6.57,9.57,6.01,10.85,33.0,38.31
105,Sangli,Maharashtra,2018,9.73,12.45,7.22,3.71,33.11,36.82
105,Sangli,Maharashtra,2019,7.39,16.94,18.07,9.42,51.82000000000001,60.02
106,Solapur,Maharashtra,1990,6.62,2.99,6.07,3.74,19.42,26.44
106,Solapur,Maharashtra,1991,9.73,4.58,1.45,2.19,17.95,18.830000000000002
106,Solapur,Maharashtra,1992,3.79,2.99,3.3,3.17,13.25,15.48
106,Solapur,Maharashtra,1993,2.01,5.61,3.19,4.03,14.84,22.39
106,Solapur,Maharashtra,1994,4.04,4.19,2.55,1.48,12.260000000000002,17.93
106,Solapur,Maharashtra,1995,3.78,3.72,1.98,4.33,13.81,20.38
106,Solapur,Maharashtra,1996,3.77,3.57,4.13,4.93,16.4,21.939999999999998
106,Solapur,Maharashtra,1997,3.41,2.94,3.57,1.2,11.12,17.87
106,Solapur,Maharashtra,1998,3.75,4.1,5.18,7.45,20.48,26.75
106,Solapur,Maharashtra,1999,3.88,2.69,0.97,2.76,10.3,14.6
106,Solapur,Maharashtra,2000,2.75,2.99,5.19,1.93,12.86,16.88
106,Solapur,Maharashtra,2001,2.14,2.13,2.46,5.21,11.94,16.14
106,Solapur,Maharashtra,2002,3.67,1.66,3.54,2.08,10.950000000000001,14.41
106,Solapur,Maharashtra,2003,2.43,1.79,3.04,1.58,8.84,11.08
106,Solapur,Maharashtra,2004,3.88,3.91,3.47,5.18,16.439999999999998,20.06
106,Solapur,Maharashtra,2005,3.74,6.91,5.05,5.47,21.169999999999998,25.75
106,Solapur,Maharashtra,2006,4.1,4.43,4.61,5.49,18.630000000000003,25.18
106,Solapur,Maharashtra,2007,4.84,3.59,4.33,5.23,17.990000000000002,18.79
106,Solapur,Maharashtra,2008,1.6,2.78,4.92,6.18,15.48,18.97
106,Solapur,Maharashtra,2009,2.5,3.47,3.91,4.99,14.870000000000001,21.3
106,Solapur,Maharashtra,2010,4.2,5.52,4.91,2.73,17.36,23.19
106,Solapur,Maharashtra,2011,2.17,4.63,3.54,2.69,13.03,17.61
106,Solapur,Maharashtra,2012,1.44,2.62,2.5,2.6,9.16,12.76
106,Solapur,Maharashtra,2013,4.42,5.58,1.21,4.8,16.01,19.169999999999998
106,Solapur,Maharashtra,2014,0.62,4.11,5.09,2.13,11.95,18.22
106,Solapur,Maharashtra,2015,2.82,0.77,1.32,4.42,9.33,14.73
106,Solapur,Maharashtra,2016,2.21,5.23,2.55,5.78,15.77,18.22
106,Solapur,Maharashtra,2017,3.93,2.32,4.73,5.3,16.28,20.96
106,Solapur,Maharashtra,2018,2.56,1.76,2.93,1.43,8.68,10.74
106,Solapur,Maharashtra,2019,2.11,3.3,3.0,5.05,13.46,21.27
107,Kolhapur,Maharashtra,1990,9.13,8.08,10.15,3.99,31.35,38.410000000000004
107,Kolhapur,Maharashtra,1991,11.71,16.51,7.79,3.0,39.010000000000005,40.910000000000004
107,Kolhapur,Maharashtra,1992,7.59,9.43,10.44,5.09,32.55,37.54
107,Kolhapur,Maharashtra,1993,7.41,16.04,7.54,4.74,35.73,43.54
107,Kolhapur,Maharashtra,1994,11.26,13.13,8.26,3.31,35.96,43.22
107,Kolhapur,Maharashtra,1995,4.12,11.62,5.46,4.79,25.99,33.089999999999996
107,Kolhapur,Maharashtra,1996,11.46,13.11,6.85,4.44,35.86,44.0
107,Kolhapur,Maharashtra,1997,11.3,13.26,12.83,1.51,38.9,44.07
107,Kolhapur,Maharashtra,1998,12.39,9.96,9.46,7.2,39.010000000000005,44.800000000000004
107,Kolhapur,Maharashtra,1999,11.3,13.06,2.88,3.04,30.279999999999998,37.07
107,Kolhapur,Maharashtra,2000,7.17,10.34,7.86,3.59,28.959999999999997,35.49
107,Kolhapur,Maharashtra,2001,5.96,7.51,6.53,2.81,22.81,27.46
107,Kolhapur,Maharashtra,2002,9.79,3.61,7.64,1.35,22.39,27.23
107,Kolhapur,Maharashtra,2003,7.46,6.73,3.95,1.77,19.91,23.61
107,Kolhapur,Maharashtra,2004,9.58,5.99,8.01,3.57,27.15,32.06
107,Kolhapur,Maharashtra,2005,9.33,14.32,8.69,7.96,40.3,45.86
107,Kolhapur,Maharashtra,2006,9.98,10.39,9.73,6.34,36.44,49.06
107,Kolhapur,Maharashtra,2007,16.0,9.18,11.0,7.3,43.48,47.1
107,Kolhapur,Maharashtra,2008,6.52,5.2,9.31,6.3,27.330000000000002,33.38
107,Kolhapur,Maharashtra,2009,4.65,14.95,4.2,6.67,30.47,37.75
107,Kolhapur,Maharashtra,2010,8.52,14.1,7.11,5.25,34.98,41.26
107,Kolhapur,Maharashtra,2011,6.52,11.35,9.35,5.08,32.3,36.93
107,Kolhapur,Maharashtra,2012,6.19,8.52,6.05,3.82,24.580000000000002,28.21
107,Kolhapur,Maharashtra,2013,9.06,12.51,3.99,6.17,31.730000000000004,35.4
107,Kolhapur,Maharashtra,2014,3.12,12.6,8.36,3.29,27.369999999999997,33.88
107,Kolhapur,Maharashtra,2015,8.5,3.95,3.79,3.24,19.479999999999997,24.17
107,Kolhapur,Maharashtra,2016,10.74,20.79,12.27,5.0,48.8,51.5
107,Kolhapur,Maharashtra,2017,6.97,10.23,6.39,11.27,34.86,40.86
107,Kolhapur,Maharashtra,2018,12.52,13.91,7.43,4.42,38.28,42.98
107,Kolhapur,Maharashtra,2019,9.62,19.0,22.92,10.14,61.68,71.34
108,Aurangabad,Maharashtra,1990,3.95,3.78,6.7,3.76,18.189999999999998,29.84
108,Aurangabad,Maharashtra,1991,14.88,4.98,1.42,2.44,23.720000000000002,24.32
108,Aurangabad,Maharashtra,1992,8.49,2.0,6.29,2.61,19.39,20.79
108,Aurangabad,Maharashtra,1993,4.02,6.83,7.01,5.96,23.82,32.089999999999996
108,Aurangabad,Maharashtra,1994,3.53,5.36,4.85,4.14,17.88,24.009999999999998
108,Aurangabad,Maharashtra,1995,3.29,4.29,2.3,5.12,15.0,18.4
108,Aurangabad,Maharashtra,1996,1.18,7.63,4.1,5.69,18.6,22.03
108,Aurangabad,Maharashtra,1997,2.55,4.93,4.74,4.37,16.59,22.62
108,Aurangabad,Maharashtra,1998,7.31,4.81,9.15,5.41,26.68,32.76
108,Aurangabad,Maharashtra,1999,6.15,3.28,2.65,5.23,17.310000000000002,21.560000000000002
108,Aurangabad,Maharashtra,2000,3.3,3.89,9.56,2.27,19.02,24.810000000000002
108,Aurangabad,Maharashtra,2001,4.0,1.47,7.04,3.6,16.11,20.76
108,Aurangabad,Maharashtra,2002,6.94,1.67,6.87,3.22,18.7,20.16
108,Aurangabad,Maharashtra,2003,6.58,6.25,3.69,2.05,18.57,20.13
108,Aurangabad,Maharashtra,2004,2.29,5.23,3.48,8.19,19.189999999999998,22.76
108,Aurangabad,Maharashtra,2005,4.22,11.96,4.44,9.52,30.14,34.1
108,Aurangabad,Maharashtra,2006,5.14,6.51,10.72,9.38,31.75,39.980000000000004
108,Aurangabad,Maharashtra,2007,6.17,6.58,7.36,6.18,26.29,27.16
108,Aurangabad,Maharashtra,2008,1.7,2.46,4.83,9.94,18.93,20.71
108,Aurangabad,Maharashtra,2009,1.52,6.5,5.13,5.66,18.81,25.87
108,Aurangabad,Maharashtra,2010,5.0,9.18,7.15,3.26,24.589999999999996,30.91
108,Aurangabad,Maharashtra,2011,3.25,7.77,6.87,3.27,21.16,24.12
108,Aurangabad,Maharashtra,2012,4.63,5.34,3.58,3.77,17.32,20.09
108,Aurangabad,Maharashtra,2013,6.36,7.5,2.46,6.09,22.41,28.54
108,Aurangabad,Maharashtra,2014,1.7,6.11,5.8,2.96,16.57,22.37
108,Aurangabad,Maharashtra,2015,7.41,1.3,4.36,7.93,21.0,26.44
108,Aurangabad,Maharashtra,2016,3.95,9.19,3.51,6.73,23.38,26.35
108,Aurangabad,Maharashtra,2017,5.84,4.29,6.55,8.65,25.33,27.94
108,Aurangabad,Maharashtra,2018,4.48,4.54,6.98,1.5,17.5,18.18
108,Aurangabad,Maharashtra,2019,3.38,6.38,4.94,7.26,21.96,27.82
109,Parbhani,Maharashtra,1990,8.42,5.91,7.56,2.76,24.65,34.96
109,Parbhani,Maharashtra,1991,9.96,5.67,2.49,1.61,19.73,20.71
109,Parbhani,Maharashtra,1992,6.45,2.81,7.33,4.04,20.63,24.12
109,Parbhani,Maharashtra,1993,5.84,9.41,6.65,7.64,29.54,38.04
109,Parbhani,Maharashtra,1994,5.1,9.47,8.57,4.73,27.87,33.53
109,Parbhani,Maharashtra,1995,3.75,8.55,2.32,6.57,21.19,27.42
109,Parbhani,Maharashtra,1996,1.8,6.63,6.26,6.97,21.66,26.39
109,Parbhani,Maharashtra,1997,5.0,5.08,6.03,2.95,19.06,26.53
109,Parbhani,Maharashtra,1998,5.92,7.31,8.32,8.27,29.82,36.86
109,Parbhani,Maharashtra,1999,6.1,4.46,5.52,6.51,22.589999999999996,27.419999999999998
109,Parbhani,Maharashtra,2000,3.87,6.1,9.41,1.93,21.31,25.83
109,Parbhani,Maharashtra,2001,5.2,2.77,6.9,5.02,19.89,26.3
109,Parbhani,Maharashtra,2002,7.21,2.81,8.69,3.17,21.880000000000003,24.87
109,Parbhani,Maharashtra,2003,5.8,7.58,5.66,2.4,21.439999999999998,24.02
109,Parbhani,Maharashtra,2004,2.79,6.85,3.09,6.36,19.09,23.84
109,Parbhani,Maharashtra,2005,2.85,12.41,6.17,8.0,29.43,35.07
109,Parbhani,Maharashtra,2006,5.5,7.89,12.31,10.06,35.760000000000005,43.72
109,Parbhani,Maharashtra,2007,5.3,6.24,7.99,7.98,27.51,28.37
109,Parbhani,Maharashtra,2008,2.62,3.53,6.32,9.52,21.990000000000002,24.97
109,Parbhani,Maharashtra,2009,3.78,7.01,5.35,4.71,20.85,27.61
109,Parbhani,Maharashtra,2010,5.53,10.38,9.98,5.08,30.97,36.0
109,Parbhani,Maharashtra,2011,3.43,9.01,6.55,4.57,23.56,26.14
109,Parbhani,Maharashtra,2012,4.65,7.44,4.61,5.98,22.68,25.290000000000003
109,Parbhani,Maharashtra,2013,8.42,12.88,3.23,5.13,29.66,35.25
109,Parbhani,Maharashtra,2014,1.78,7.28,5.36,3.95,18.37,24.46
109,Parbhani,Maharashtra,2015,5.77,2.65,7.65,4.8,20.87,25.759999999999998
109,Parbhani,Maharashtra,2016,4.48,10.07,2.52,6.94,24.01,26.700000000000003
109,Parbhani,Maharashtra,2017,4.93,4.93,5.63,3.63,19.119999999999997,21.87
109,Parbhani,Maharashtra,2018,6.79,5.25,8.44,1.05,21.529999999999998,22.47
109,Parbhani,Maharashtra,2019,2.45,5.85,4.53,5.24,18.07,22.93
110,Bid,Maharashtra,1990,8.72,8.29,9.25,2.75,29.009999999999998,37.12
110,Bid,Maharashtra,1991,6.51,8.67,6.19,0.96,22.330000000000002,23.53
110,Bid,Maharashtra,1992,3.59,5.73,10.88,3.98,24.180000000000003,27.490000000000002
110,Bid,Maharashtra,1993,6.21,11.28,5.77,8.66,31.919999999999998,38.47
110,Bid,Maharashtra,1994,5.36,13.96,12.14,6.5,37.96,43.6
110,Bid,Maharashtra,1995,4.08,11.67,4.95,8.11,28.81,36.06
110,Bid,Maharashtra,1996,1.73,7.15,7.22,6.56,22.66,27.69
110,Bid,Maharashtra,1997,5.75,6.43,7.85,3.56,23.59,32.46
110,Bid,Maharashtra,1998,4.2,8.38,8.29,7.3,28.17,35.73
110,Bid,Maharashtra,1999,5.25,6.37,9.35,7.06,28.029999999999998,33.16
110,Bid,Maharashtra,2000,4.41,8.5,7.08,2.28,22.270000000000003,25.09
110,Bid,Maharashtra,2001,6.52,5.37,7.63,3.33,22.85,30.58
110,Bid,Maharashtra,2002,8.93,3.5,11.44,2.42,26.29,29.869999999999997
110,Bid,Maharashtra,2003,7.47,11.06,9.1,4.08,31.71,35.44
110,Bid,Maharashtra,2004,3.24,8.54,4.9,2.88,19.56,23.7
110,Bid,Maharashtra,2005,5.51,11.33,5.54,9.35,31.729999999999997,39.04
110,Bid,Maharashtra,2006,4.43,10.79,12.54,9.87,37.629999999999995,43.72
110,Bid,Maharashtra,2007,7.58,6.38,7.23,8.22,29.410000000000004,30.96
110,Bid,Maharashtra,2008,5.59,6.68,7.27,7.76,27.299999999999997,30.939999999999998
110,Bid,Maharashtra,2009,5.31,9.68,6.34,3.02,24.349999999999998,30.189999999999998
110,Bid,Maharashtra,2010,5.1,12.48,13.81,7.4,38.79,43.410000000000004
110,Bid,Maharashtra,2011,3.89,8.83,9.01,5.33,27.060000000000002,29.23
110,Bid,Maharashtra,2012,4.38,11.83,6.67,8.57,31.450000000000003,33.51
110,Bid,Maharashtra,2013,11.23,18.59,5.87,4.12,39.809999999999995,46.21
110,Bid,Maharashtra,2014,2.29,10.09,5.08,5.32,22.78,27.64
110,Bid,Maharashtra,2015,7.03,3.6,9.75,4.46,24.840000000000003,29.85
110,Bid,Maharashtra,2016,6.14,13.22,3.39,6.19,28.94,32.28
110,Bid,Maharashtra,2017,5.16,5.98,4.99,3.72,19.85,22.42
110,Bid,Maharashtra,2018,7.87,7.3,9.52,1.93,26.619999999999997,28.04
110,Bid,Maharashtra,2019,3.13,8.85,6.25,5.45,23.68,27.15
111,Nanded,Maharashtra,1990,7.97,5.9,9.67,3.2,26.74,36.89
111,Nanded,Maharashtra,1991,7.93,6.84,4.79,2.57,22.13,23.86
111,Nanded,Maharashtra,1992,5.05,4.34,8.8,3.75,21.94,26.09
111,Nanded,Maharashtra,1993,4.43,9.05,6.02,6.83,26.33,33.56
111,Nanded,Maharashtra,1994,4.56,9.28,9.65,3.47,26.96,33.66
111,Nanded,Maharashtra,1995,5.13,9.25,4.16,6.11,24.65,35.24
111,Nanded,Maharashtra,1996,2.69,6.53,8.25,7.31,24.779999999999998,30.48
111,Nanded,Maharashtra,1997,4.89,5.94,6.25,2.87,19.95,28.12
111,Nanded,Maharashtra,1998,4.29,8.44,8.61,7.85,29.189999999999998,36.8
111,Nanded,Maharashtra,1999,4.7,4.69,5.81,5.47,20.669999999999998,25.39
111,Nanded,Maharashtra,2000,5.21,5.79,10.0,1.98,22.98,26.71
111,Nanded,Maharashtra,2001,5.24,3.29,7.17,4.43,20.130000000000003,26.919999999999998
111,Nanded,Maharashtra,2002,6.56,3.28,9.91,2.21,21.96,26.3
111,Nanded,Maharashtra,2003,4.09,9.42,6.89,2.78,23.18,27.21
111,Nanded,Maharashtra,2004,2.41,8.37,2.96,4.54,18.279999999999998,24.09
111,Nanded,Maharashtra,2005,4.13,12.64,5.99,8.08,30.839999999999996,38.5
111,Nanded,Maharashtra,2006,4.44,7.51,10.98,9.68,32.61,40.43
111,Nanded,Maharashtra,2007,5.49,4.65,7.75,8.97,26.86,28.39
111,Nanded,Maharashtra,2008,3.26,4.8,10.06,8.35,26.47,32.12
111,Nanded,Maharashtra,2009,4.08,5.72,7.31,4.07,21.18,27.13
111,Nanded,Maharashtra,2010,5.49,9.98,9.56,6.01,31.04,36.07
111,Nanded,Maharashtra,2011,2.73,9.7,7.75,3.59,23.77,25.81
111,Nanded,Maharashtra,2012,4.08,6.7,4.98,6.0,21.76,24.27
111,Nanded,Maharashtra,2013,7.59,16.14,3.79,4.12,31.64,37.76
111,Nanded,Maharashtra,2014,2.42,5.96,5.42,4.02,17.82,23.8
111,Nanded,Maharashtra,2015,4.69,2.57,6.52,2.88,16.66,21.34
111,Nanded,Maharashtra,2016,5.2,8.24,2.03,8.27,23.740000000000002,26.7
111,Nanded,Maharashtra,2017,4.53,5.23,5.03,2.69,17.480000000000004,20.29
111,Nanded,Maharashtra,2018,5.3,4.22,9.15,1.25,19.92,21.44
111,Nanded,Maharashtra,2019,2.05,7.17,5.79,5.25,20.259999999999998,24.39
112,Osmanabad,Maharashtra,1990,9.67,2.6,8.51,5.76,26.54,36.69
112,Osmanabad,Maharashtra,1991,11.63,5.24,1.47,2.38,20.72,21.84
112,Osmanabad,Maharashtra,1992,6.24,3.23,3.78,2.99,16.240000000000002,19.09
112,Osmanabad,Maharashtra,1993,2.13,7.51,5.58,6.48,21.700000000000003,30.84
112,Osmanabad,Maharashtra,1994,3.11,4.01,3.76,2.18,13.059999999999999,20.33
112,Osmanabad,Maharashtra,1995,6.18,4.62,3.11,5.45,19.36,28.02
112,Osmanabad,Maharashtra,1996,3.29,4.15,6.45,7.4,21.29,27.41
112,Osmanabad,Maharashtra,1997,3.02,3.43,3.14,2.33,11.92,19.36
112,Osmanabad,Maharashtra,1998,5.26,4.42,7.74,10.83,28.25,36.9
112,Osmanabad,Maharashtra,1999,4.63,2.88,1.71,3.83,13.049999999999999,17.56
112,Osmanabad,Maharashtra,2000,3.67,3.15,9.23,2.34,18.39,23.43
112,Osmanabad,Maharashtra,2001,3.02,1.99,4.14,8.27,17.419999999999998,23.189999999999998
112,Osmanabad,Maharashtra,2002,4.9,2.71,5.69,3.72,17.02,21.7
112,Osmanabad,Maharashtra,2003,2.75,3.06,5.1,2.39,13.3,16.09
112,Osmanabad,Maharashtra,2004,3.58,6.85,2.13,7.82,20.38,25.71
112,Osmanabad,Maharashtra,2005,3.1,9.63,6.65,6.2,25.580000000000002,31.48
112,Osmanabad,Maharashtra,2006,5.24,3.71,5.06,8.51,22.519999999999996,30.89
112,Osmanabad,Maharashtra,2007,5.31,3.67,6.33,7.71,23.02,23.73
112,Osmanabad,Maharashtra,2008,1.04,4.14,6.64,8.83,20.65,25.2
112,Osmanabad,Maharashtra,2009,3.32,3.08,5.17,7.12,18.69,25.89
112,Osmanabad,Maharashtra,2010,5.2,8.25,8.19,4.05,25.69,31.53
112,Osmanabad,Maharashtra,2011,2.06,6.69,5.23,2.11,16.09,20.69
112,Osmanabad,Maharashtra,2012,3.34,3.98,3.74,4.23,15.290000000000001,19.53
112,Osmanabad,Maharashtra,2013,5.31,8.85,1.84,5.97,21.97,27.7
112,Osmanabad,Maharashtra,2014,1.5,4.17,6.98,2.61,15.26,23.68
112,Osmanabad,Maharashtra,2015,3.0,1.16,3.57,5.91,13.64,18.98
112,Osmanabad,Maharashtra,2016,3.75,6.75,1.34,10.44,22.28,25.21
112,Osmanabad,Maharashtra,2017,5.42,2.64,5.59,4.79,18.44,22.68
112,Osmanabad,Maharashtra,2018,4.82,2.25,5.0,1.24,13.31,15.38
112,Osmanabad,Maharashtra,2019,2.44,2.39,3.09,6.16,14.08,21.14
113,Buldhana,Maharashtra,1990,5.91,5.46,6.31,2.62,20.3,30.279999999999998
113,Buldhana,Maharashtra,1991,10.51,4.99,1.84,1.34,18.68,19.25
113,Buldhana,Maharashtra,1992,6.81,1.84,6.73,3.58,18.96,21.85
113,Buldhana,Maharashtra,1993,5.77,8.4,6.61,6.84,27.62,35.45
113,Buldhana,Maharashtra,1994,4.99,8.41,7.73,5.0,26.130000000000003,30.86
113,Buldhana,Maharashtra,1995,2.66,7.39,1.76,5.98,17.79,21.29
113,Buldhana,Maharashtra,1996,1.08,7.14,5.03,5.92,19.17,22.82
113,Buldhana,Maharashtra,1997,4.34,5.09,5.68,3.31,18.419999999999998,25.16
113,Buldhana,Maharashtra,1998,6.32,6.34,7.82,6.67,27.15,32.81
113,Buldhana,Maharashtra,1999,6.28,3.98,4.78,6.53,21.57,26.45
113,Buldhana,Maharashtra,2000,3.2,5.62,8.58,1.71,19.11,23.85
113,Buldhana,Maharashtra,2001,4.9,2.23,6.69,3.81,17.63,23.02
113,Buldhana,Maharashtra,2002,7.18,1.92,7.97,3.13,20.2,21.84
113,Buldhana,Maharashtra,2003,6.92,7.57,4.23,3.04,21.759999999999998,23.75
113,Buldhana,Maharashtra,2004,2.32,5.47,3.28,6.34,17.409999999999997,21.4
113,Buldhana,Maharashtra,2005,2.66,11.44,5.27,8.01,27.379999999999995,31.549999999999997
113,Buldhana,Maharashtra,2006,5.14,7.69,12.58,9.3,34.71,42.32
113,Buldhana,Maharashtra,2007,4.97,6.73,7.6,6.73,26.029999999999998,26.82
113,Buldhana,Maharashtra,2008,2.36,2.57,4.55,9.01,18.490000000000002,19.9
113,Buldhana,Maharashtra,2009,2.93,7.38,4.67,4.46,19.44,27.0
113,Buldhana,Maharashtra,2010,5.01,9.83,9.25,4.26,28.35,33.53
113,Buldhana,Maharashtra,2011,3.78,8.16,6.34,4.9,23.18,25.51
113,Buldhana,Maharashtra,2012,4.7,7.7,4.24,5.49,22.130000000000003,24.43
113,Buldhana,Maharashtra,2013,8.47,9.7,3.58,5.36,27.11,32.6
113,Buldhana,Maharashtra,2014,1.34,7.87,4.77,3.88,17.86,23.03
113,Buldhana,Maharashtra,2015,6.62,3.12,8.22,6.06,24.02,29.45
113,Buldhana,Maharashtra,2016,5.22,12.81,3.96,5.37,27.360000000000003,30.47
113,Buldhana,Maharashtra,2017,6.47,6.06,6.26,6.57,25.36,27.75
113,Buldhana,Maharashtra,2018,6.77,6.92,8.58,1.79,24.06,25.03
113,Buldhana,Maharashtra,2019,4.29,9.86,7.39,8.62,30.159999999999997,35.26
114,Akola,Maharashtra,1990,9.25,7.9,6.83,2.32,26.299999999999997,33.31
114,Akola,Maharashtra,1991,5.11,6.49,4.46,0.2,16.26,16.82
114,Akola,Maharashtra,1992,3.41,3.65,9.07,4.51,20.64,24.39
114,Akola,Maharashtra,1993,7.17,10.98,5.53,8.69,32.37,39.14
114,Akola,Maharashtra,1994,6.4,13.27,10.88,6.89,37.440000000000005,41.8
114,Akola,Maharashtra,1995,2.38,11.46,2.93,7.4,24.17,28.78
114,Akola,Maharashtra,1996,1.11,6.59,6.53,5.83,20.060000000000002,24.400000000000002
114,Akola,Maharashtra,1997,5.61,5.37,7.4,2.94,21.320000000000004,30.43
114,Akola,Maharashtra,1998,4.18,7.98,6.59,7.37,26.12,32.62
114,Akola,Maharashtra,1999,5.29,6.04,8.18,7.47,26.979999999999997,32.62
114,Akola,Maharashtra,2000,3.7,8.49,6.4,1.72,20.310000000000002,23.45
114,Akola,Maharashtra,2001,6.91,4.68,6.33,3.65,21.57,28.69
114,Akola,Maharashtra,2002,8.32,2.57,9.59,2.59,23.07,26.11
114,Akola,Maharashtra,2003,7.97,9.47,7.66,5.17,30.270000000000003,33.62
114,Akola,Maharashtra,2004,3.07,6.79,4.56,3.32,17.74,21.41
114,Akola,Maharashtra,2005,3.18,10.13,5.7,7.97,26.98,32.550000000000004
114,Akola,Maharashtra,2006,4.73,10.55,13.64,8.71,37.63,43.88
114,Akola,Maharashtra,2007,5.05,7.48,7.07,7.37,26.970000000000002,28.07
114,Akola,Maharashtra,2008,4.38,4.76,5.41,7.8,22.35,24.03
114,Akola,Maharashtra,2009,4.91,9.35,4.5,2.84,21.599999999999998,28.6
114,Akola,Maharashtra,2010,5.13,10.78,12.84,5.76,34.51,38.91
114,Akola,Maharashtra,2011,4.47,7.66,6.92,6.55,25.599999999999998,27.63
114,Akola,Maharashtra,2012,4.58,11.41,5.71,8.15,29.85,31.560000000000002
114,Akola,Maharashtra,2013,11.78,13.79,6.07,4.18,35.82,40.73
114,Akola,Maharashtra,2014,1.26,11.29,3.93,5.18,21.66,25.75
114,Akola,Maharashtra,2015,9.24,4.12,11.69,5.03,30.08,35.5
114,Akola,Maharashtra,2016,4.98,16.05,5.31,4.91,31.25,34.15
114,Akola,Maharashtra,2017,4.62,6.97,5.24,4.22,21.049999999999997,24.36
114,Akola,Maharashtra,2018,7.79,7.65,5.84,3.06,24.34,25.86
114,Akola,Maharashtra,2019,3.31,9.44,8.37,8.49,29.61,33.01
117,Wardha,Maharashtra,1990,9.14,8.3,8.05,3.41,28.900000000000002,35.92
117,Wardha,Maharashtra,1991,5.66,9.02,6.73,0.27,21.68,22.28
117,Wardha,Maharashtra,1992,3.04,5.57,10.73,3.99,23.33,26.380000000000003
117,Wardha,Maharashtra,1993,6.69,11.96,5.92,9.32,33.89,40.09
117,Wardha,Maharashtra,1994,5.64,14.02,10.93,8.17,38.76,44.3
117,Wardha,Maharashtra,1995,3.58,11.37,5.44,8.09,28.48,33.74
117,Wardha,Maharashtra,1996,0.99,7.41,7.21,5.17,20.78,25.71
117,Wardha,Maharashtra,1997,4.29,6.32,7.84,4.22,22.669999999999998,32.39
117,Wardha,Maharashtra,1998,3.83,7.34,7.94,6.75,25.86,33.43
117,Wardha,Maharashtra,1999,4.57,7.07,9.15,7.6,28.39,33.980000000000004
117,Wardha,Maharashtra,2000,4.76,8.79,6.03,2.47,22.049999999999997,24.96
117,Wardha,Maharashtra,2001,8.0,6.03,7.42,3.51,24.96,32.61
117,Wardha,Maharashtra,2002,9.59,3.12,10.31,2.78,25.800000000000004,29.36
117,Wardha,Maharashtra,2003,8.86,10.07,9.4,5.19,33.519999999999996,37.32
117,Wardha,Maharashtra,2004,3.72,8.23,5.93,2.64,20.520000000000003,23.69
117,Wardha,Maharashtra,2005,5.17,10.42,5.28,9.47,30.340000000000003,36.95
117,Wardha,Maharashtra,2006,4.34,11.89,11.56,8.8,36.59,42.300000000000004
117,Wardha,Maharashtra,2007,7.58,8.06,6.53,7.14,29.310000000000002,30.79
117,Wardha,Maharashtra,2008,5.83,7.08,5.87,6.83,25.61,28.04
117,Wardha,Maharashtra,2009,5.2,10.71,5.83,2.92,24.660000000000004,30.61
117,Wardha,Maharashtra,2010,5.14,11.88,14.52,6.8,38.339999999999996,42.66
117,Wardha,Maharashtra,2011,4.5,7.41,9.35,6.26,27.519999999999996,30.0
117,Wardha,Maharashtra,2012,4.37,13.39,6.42,9.72,33.9,35.51
117,Wardha,Maharashtra,2013,13.03,16.72,7.21,3.94,40.9,46.699999999999996
117,Wardha,Maharashtra,2014,1.85,12.22,4.73,5.26,24.060000000000002,27.96
117,Wardha,Maharashtra,2015,12.16,3.95,13.06,5.44,34.61,40.190000000000005
117,Wardha,Maharashtra,2016,5.32,16.36,7.3,5.14,34.12,37.41
117,Wardha,Maharashtra,2017,5.79,9.51,6.98,4.6,26.880000000000003,29.97
117,Wardha,Maharashtra,2018,8.15,9.62,5.99,3.25,27.009999999999998,29.22
117,Wardha,Maharashtra,2019,3.31,10.05,9.84,10.21,33.410000000000004,36.940000000000005
118,Nagpur,Maharashtra,1990,9.7,9.34,9.65,4.94,33.629999999999995,41.58
118,Nagpur,Maharashtra,1991,6.57,11.96,9.6,0.55,28.680000000000003,29.400000000000002
118,Nagpur,Maharashtra,1992,3.06,7.75,13.21,4.03,28.050000000000004,30.52
118,Nagpur,Maharashtra,1993,6.8,13.88,7.4,10.3,38.379999999999995,44.14
118,Nagpur,Maharashtra,1994,5.56,16.16,12.15,9.97,43.839999999999996,50.46
118,Nagpur,Maharashtra,1995,4.79,12.51,8.39,9.26,34.95,40.97
118,Nagpur,Maharashtra,1996,0.97,8.8,8.54,4.84,23.150000000000002,28.83
118,Nagpur,Maharashtra,1997,3.43,8.05,9.19,5.51,26.18,36.32
118,Nagpur,Maharashtra,1998,3.81,7.26,9.74,6.8,27.610000000000003,36.41
118,Nagpur,Maharashtra,1999,4.33,8.52,11.28,8.46,32.59,38.19
118,Nagpur,Maharashtra,2000,6.32,9.8,6.18,3.13,25.43,28.240000000000002
118,Nagpur,Maharashtra,2001,9.63,7.91,9.19,3.86,30.589999999999996,38.77
118,Nagpur,Maharashtra,2002,10.97,3.87,11.92,3.29,30.049999999999997,34.04
